,cobertura,provincia,varon,mujer,edad
6008,False,La Rioja,11,0,100
6009,False,La Rioja,1,0,110
6010,True,Mendoza,6294,6378,0
6011,True,Mendoza,6134,6178,1
6012,True,Mendoza,6969,6263,2
6013,True,Mendoza,6519,6276,3
6014,True,Mendoza,6563,6238,4
6015,True,Mendoza,6717,6524,5
6016,True,Mendoza,6529,5837,6
6017,True,Mendoza,6424,6000,7
6018,True,Mendoza,6135,5946,8
6019,True,Mendoza,6375,6588,9
6020,True,Mendoza,7121,6413,10
6021,True,Mendoza,6929,6485,11
6022,True,Mendoza,6810,6281,12
6023,True,Mendoza,6752,6431,13
6024,True,Mendoza,7419,6834,14
6025,True,Mendoza,6836,7191,15
6026,True,Mendoza,6801,6670,16
6027,True,Mendoza,6815,6689,17
6028,True,Mendoza,6863,7019,18
6029,True,Mendoza,6713,7204,19
6030,True,Mendoza,6642,6157,20
6031,True,Mendoza,5138,5308,21
6032,True,Mendoza,5174,5016,22
6033,True,Mendoza,5613,5473,23
6034,True,Mendoza,5357,5823,24
6035,True,Mendoza,4965,5119,25
6036,True,Mendoza,5133,5553,26
6037,True,Mendoza,5288,5379,27
6038,True,Mendoza,5792,6133,28
6039,True,Mendoza,5618,5901,29
6040,True,Mendoza,6005,6370,30
6041,True,Mendoza,6083,6389,31
6042,True,Mendoza,5595,6856,32
6043,True,Mendoza,5471,6371,33
6044,True,Mendoza,5571,5934,34
6045,True,Mendoza,5216,6409,35
6046,True,Mendoza,5501,5953,36
6047,True,Mendoza,5015,5573,37
6048,True,Mendoza,5192,5433,38
6049,True,Mendoza,4963,5409,39
6050,True,Mendoza,5036,5522,40
6051,True,Mendoza,4639,5374,41
6052,True,Mendoza,4310,5341,42
6053,True,Mendoza,4542,4701,43
6054,True,Mendoza,3803,4614,44
6055,True,Mendoza,4165,4787,45
6056,True,Mendoza,4499,4880,46
6057,True,Mendoza,4162,5169,47
6058,True,Mendoza,4271,4694,48
6059,True,Mendoza,4181,4861,49
6060,True,Mendoza,4277,4667,50
6061,True,Mendoza,3868,4436,51
6062,True,Mendoza,3807,4417,52
6063,True,Mendoza,4063,4513,53
6064,True,Mendoza,3637,4430,54
6065,True,Mendoza,4087,4797,55
6066,True,Mendoza,3656,4248,56
6067,True,Mendoza,3750,4913,57
6068,True,Mendoza,3866,4680,58
6069,True,Mendoza,3630,4518,59
6070,True,Mendoza,3946,5350,60
6071,True,Mendoza,3452,5982,61
6072,True,Mendoza,3362,6022,62
6073,True,Mendoza,3490,6453,63
6074,True,Mendoza,3309,6278,64
6075,True,Mendoza,3774,6205,65
6076,True,Mendoza,4672,6169,66
6077,True,Mendoza,4652,5498,67
6078,True,Mendoza,4274,5068,68
6079,True,Mendoza,4003,5048,69
6080,True,Mendoza,3966,5305,70
6081,True,Mendoza,3738,4747,71
6082,True,Mendoza,3575,4531,72
6083,True,Mendoza,3097,4197,73
6084,True,Mendoza,3044,4265,74
6085,True,Mendoza,3078,4243,75
6086,True,Mendoza,2720,3880,76
6087,True,Mendoza,2642,3669,77
6088,True,Mendoza,2663,3613,78
6089,True,Mendoza,2518,3609,79
6090,True,Mendoza,2138,3348,80
6091,True,Mendoza,1781,3209,81
6092,True,Mendoza,1642,2751,82
6093,True,Mendoza,1561,2710,83
6094,True,Mendoza,1332,2463,84
6095,True,Mendoza,944,2055,85
6096,True,Mendoza,993,1697,86
6097,True,Mendoza,750,1486,87
6098,True,Mendoza,528,1395,88
6099,True,Mendoza,485,964,89
6100,True,Mendoza,364,748,90
6101,True,Mendoza,247,539,91
6102,True,Mendoza,161,506,92
6103,True,Mendoza,199,372,93
6104,True,Mendoza,65,295,94
6105,True,Mendoza,70,165,95
6106,True,Mendoza,31,157,96
6107,True,Mendoza,23,109,97
6108,True,Mendoza,4,74,98
6109,True,Mendoza,31,38,99
6110,True,Mendoza,3,32,100
6111,True,Mendoza,0,5,101
6112,True,Mendoza,1,2,102
6113,True,Mendoza,0,3,103
6114,True,Mendoza,0,1,104
6115,True,Mendoza,0,2,105
6116,True,Mendoza,0,1,106
6117,True,Mendoza,0,1,107
6118,True,Mendoza,1336,1359,0
6119,True,Mendoza,1486,1229,1
6120,True,Mendoza,1342,1368,2
6121,True,Mendoza,1331,1291,3
6122,True,Mendoza,1218,1243,4
6123,True,Mendoza,1322,1271,5
6124,True,Mendoza,1197,1282,6
6125,True,Mendoza,1082,1413,7
6126,True,Mendoza,1068,1186,8
6127,True,Mendoza,1274,1218,9
6128,True,Mendoza,1207,1153,10
6129,True,Mendoza,1311,1080,11
6130,True,Mendoza,1290,1170,12
6131,True,Mendoza,1091,1174,13
6132,True,Mendoza,1106,1291,14
6133,True,Mendoza,1144,1213,15
6134,True,Mendoza,1251,932,16
6135,True,Mendoza,1333,1230,17
6136,True,Mendoza,1135,1227,18
6137,True,Mendoza,1037,1176,19
6138,True,Mendoza,1186,1088,20
6139,True,Mendoza,1017,987,21
6140,True,Mendoza,1191,867,22
6141,True,Mendoza,1229,1010,23
6142,True,Mendoza,1200,1010,24
6143,True,Mendoza,1098,1297,25
6144,True,Mendoza,940,1032,26
6145,True,Mendoza,1293,1210,27
6146,True,Mendoza,1271,1412,28
6147,True,Mendoza,1375,1517,29
6148,True,Mendoza,1469,1654,30
6149,True,Mendoza,1389,1388,31
6150,True,Mendoza,1363,1302,32
6151,True,Mendoza,1284,1443,33
6152,True,Mendoza,1294,1316,34
6153,True,Mendoza,1157,1148,35
6154,True,Mendoza,1137,1226,36
6155,True,Mendoza,1214,1086,37
6156,True,Mendoza,1085,1082,38
6157,True,Mendoza,1181,1093,39
6158,True,Mendoza,1062,959,40
6159,True,Mendoza,942,975,41
6160,True,Mendoza,906,1017,42
6161,True,Mendoza,820,899,43
6162,True,Mendoza,846,874,44
6163,True,Mendoza,808,710,45
6164,True,Mendoza,820,853,46
6165,True,Mendoza,828,878,47
6166,True,Mendoza,861,783,48
6167,True,Mendoza,879,806,49
6168,True,Mendoza,711,692,50
6169,True,Mendoza,677,874,51
6170,True,Mendoza,738,689,52
6171,True,Mendoza,743,870,53
6172,True,Mendoza,718,722,54
6173,True,Mendoza,666,734,55
6174,True,Mendoza,748,717,56
6175,True,Mendoza,661,656,57
6176,True,Mendoza,616,584,58
6177,True,Mendoza,573,749,59
6178,True,Mendoza,631,543,60
6179,True,Mendoza,602,336,61
6180,True,Mendoza,507,325,62
6181,True,Mendoza,464,271,63
6182,True,Mendoza,421,234,64
6183,True,Mendoza,396,231,65
6184,True,Mendoza,235,183,66
6185,True,Mendoza,240,156,67
6186,True,Mendoza,171,124,68
6187,True,Mendoza,166,162,69
6188,True,Mendoza,155,124,70
6189,True,Mendoza,125,145,71
6190,True,Mendoza,127,120,72
6191,True,Mendoza,88,88,73
6192,True,Mendoza,74,105,74
6193,True,Mendoza,62,117,75
6194,True,Mendoza,68,123,76
6195,True,Mendoza,35,59,77
6196,True,Mendoza,31,63,78
6197,True,Mendoza,35,91,79
6198,True,Mendoza,62,101,80
6199,True,Mendoza,46,77,81
6200,True,Mendoza,32,98,82
6201,True,Mendoza,17,31,83
6202,True,Mendoza,30,42,84
6203,True,Mendoza,25,48,85
6204,True,Mendoza,36,66,86
6205,True,Mendoza,25,18,87
6206,True,Mendoza,6,38,88
6207,True,Mendoza,30,8,89
6208,True,Mendoza,12,4,90
6209,True,Mendoza,11,12,91
6210,True,Mendoza,9,1,92
6211,True,Mendoza,11,3,93
6212,True,Mendoza,1,0,94
6213,True,Mendoza,1,0,95
6214,True,Mendoza,0,2,96
6215,True,Mendoza,0,1,97
6216,True,Mendoza,0,1,104
6217,True,Mendoza,0,1,105
6218,True,Mendoza,439,537,0
6219,True,Mendoza,551,522,1
6220,True,Mendoza,429,443,2
6221,True,Mendoza,539,467,3
6222,True,Mendoza,450,337,4
6223,True,Mendoza,441,442,5
6224,True,Mendoza,378,558,6
6225,True,Mendoza,427,459,7
6226,True,Mendoza,426,424,8
6227,True,Mendoza,396,411,9
6228,True,Mendoza,400,431,10
6229,True,Mendoza,410,309,11
6230,True,Mendoza,377,405,12
6231,True,Mendoza,364,324,13
6232,True,Mendoza,397,339,14
6233,True,Mendoza,420,429,15
6234,True,Mendoza,328,354,16
6235,True,Mendoza,477,352,17
6236,True,Mendoza,310,391,18
6237,True,Mendoza,378,406,19
6238,True,Mendoza,364,438,20
6239,True,Mendoza,478,526,21
6240,True,Mendoza,434,486,22
6241,True,Mendoza,467,686,23
6242,True,Mendoza,552,666,24
6243,True,Mendoza,473,550,25
6244,True,Mendoza,419,683,26
6245,True,Mendoza,484,631,27
6246,True,Mendoza,489,563,28
6247,True,Mendoza,526,662,29
6248,True,Mendoza,457,592,30
6249,True,Mendoza,615,671,31
6250,True,Mendoza,575,602,32
6251,True,Mendoza,503,607,33
6252,True,Mendoza,444,419,34
6253,True,Mendoza,498,536,35
6254,True,Mendoza,391,632,36
6255,True,Mendoza,471,552,37
6256,True,Mendoza,548,490,38
6257,True,Mendoza,514,487,39
6258,True,Mendoza,450,423,40
6259,True,Mendoza,319,357,41
6260,True,Mendoza,410,391,42
6261,True,Mendoza,367,261,43
6262,True,Mendoza,422,264,44
6263,True,Mendoza,356,433,45
6264,True,Mendoza,353,369,46
6265,True,Mendoza,300,346,47
6266,True,Mendoza,362,408,48
6267,True,Mendoza,346,387,49
6268,True,Mendoza,378,417,50
6269,True,Mendoza,330,459,51
6270,True,Mendoza,401,447,52
6271,True,Mendoza,284,356,53
6272,True,Mendoza,399,472,54
6273,True,Mendoza,422,409,55
6274,True,Mendoza,325,409,56
6275,True,Mendoza,359,343,57
6276,True,Mendoza,379,400,58
6277,True,Mendoza,345,415,59
6278,True,Mendoza,406,383,60
6279,True,Mendoza,378,327,61
6280,True,Mendoza,463,277,62
6281,True,Mendoza,328,127,63
6282,True,Mendoza,255,208,64
6283,True,Mendoza,291,197,65
6284,True,Mendoza,170,109,66
6285,True,Mendoza,150,99,67
6286,True,Mendoza,105,28,68
6287,True,Mendoza,70,63,69
6288,True,Mendoza,93,75,70
6289,True,Mendoza,51,119,71
6290,True,Mendoza,50,51,72
6291,True,Mendoza,35,115,73
6292,True,Mendoza,85,54,74
6293,True,Mendoza,11,81,75
6294,True,Mendoza,42,59,76
6295,True,Mendoza,71,59,77
6296,True,Mendoza,34,26,78
6297,True,Mendoza,26,41,79
6298,True,Mendoza,42,57,80
6299,True,Mendoza,8,56,81
6300,True,Mendoza,22,43,82
6301,True,Mendoza,24,29,83
6302,True,Mendoza,13,14,84
6303,True,Mendoza,20,22,85
6304,True,Mendoza,13,4,86
6305,True,Mendoza,15,11,87
6306,True,Mendoza,0,11,88
6307,True,Mendoza,1,0,89
6308,True,Mendoza,0,13,90
6309,True,Mendoza,0,10,91
6310,True,Mendoza,0,1,92
6311,True,Mendoza,0,1,93
6312,True,Mendoza,10,0,95
6313,True,Mendoza,1,0,96
6314,True,Mendoza,0,11,97
6315,True,Mendoza,518,512,0
6316,True,Mendoza,495,428,1
6317,True,Mendoza,469,324,2
6318,True,Mendoza,318,377,3
6319,True,Mendoza,254,326,4
6320,True,Mendoza,364,240,5
6321,True,Mendoza,179,199,6
6322,True,Mendoza,201,192,7
6323,True,Mendoza,270,175,8
6324,True,Mendoza,181,237,9
6325,True,Mendoza,213,188,10
6326,True,Mendoza,213,193,11
6327,True,Mendoza,173,168,12
6328,True,Mendoza,231,174,13
6329,True,Mendoza,253,246,14
6330,True,Mendoza,214,230,15
6331,True,Mendoza,259,154,16
6332,True,Mendoza,219,211,17
6333,True,Mendoza,232,174,18
6334,True,Mendoza,116,219,19
6335,True,Mendoza,173,198,20
6336,True,Mendoza,148,135,21
6337,True,Mendoza,162,121,22
6338,True,Mendoza,118,163,23
6339,True,Mendoza,177,130,24
6340,True,Mendoza,132,147,25
6341,True,Mendoza,174,136,26
6342,True,Mendoza,84,122,27
6343,True,Mendoza,112,144,28
6344,True,Mendoza,114,174,29
6345,True,Mendoza,144,187,30
6346,True,Mendoza,121,218,31
6347,True,Mendoza,134,150,32
6348,True,Mendoza,109,121,33
6349,True,Mendoza,160,109,34
6350,True,Mendoza,146,117,35
6351,True,Mendoza,90,189,36
6352,True,Mendoza,71,133,37
6353,True,Mendoza,90,137,38
6354,True,Mendoza,86,159,39
6355,True,Mendoza,123,124,40
6356,True,Mendoza,121,134,41
6357,True,Mendoza,97,171,42
6358,True,Mendoza,79,182,43
6359,True,Mendoza,110,118,44
6360,True,Mendoza,134,218,45
6361,True,Mendoza,106,150,46
6362,True,Mendoza,112,185,47
6363,True,Mendoza,99,149,48
6364,True,Mendoza,78,156,49
6365,True,Mendoza,89,110,50
6366,True,Mendoza,139,230,51
6367,True,Mendoza,99,211,52
6368,True,Mendoza,80,192,53
6369,True,Mendoza,79,235,54
6370,True,Mendoza,117,158,55
6371,True,Mendoza,89,212,56
6372,True,Mendoza,103,198,57
6373,True,Mendoza,97,127,58
6374,True,Mendoza,121,141,59
6375,True,Mendoza,79,146,60
6376,True,Mendoza,129,142,61
6377,True,Mendoza,99,119,62
6378,True,Mendoza,74,70,63
6379,True,Mendoza,101,90,64
6380,True,Mendoza,46,48,65
6381,True,Mendoza,95,35,66
6382,True,Mendoza,27,41,67
6383,True,Mendoza,45,40,68
6384,True,Mendoza,22,31,69
6385,True,Mendoza,27,44,70
6386,True,Mendoza,29,38,71
6387,True,Mendoza,19,9,72
6388,True,Mendoza,47,37,73
6389,True,Mendoza,15,15,74
6390,True,Mendoza,49,28,75
6391,True,Mendoza,49,24,76
6392,True,Mendoza,25,23,77
6393,True,Mendoza,6,44,78
6394,True,Mendoza,23,42,79
6395,True,Mendoza,28,31,80
6396,True,Mendoza,38,51,81
6397,True,Mendoza,16,19,82
6398,True,Mendoza,6,4,83
6399,True,Mendoza,20,28,84
6400,True,Mendoza,15,20,85
6401,True,Mendoza,15,33,86
6402,True,Mendoza,13,3,87
6403,True,Mendoza,1,12,88
6404,True,Mendoza,10,2,89
6405,True,Mendoza,3,10,90
6406,True,Mendoza,1,10,91
6407,True,Mendoza,2,10,92
6408,True,Mendoza,1,0,93
6409,True,Mendoza,0,3,94
6410,True,Mendoza,8,11,95
6411,True,Mendoza,2,1,96
6412,True,Mendoza,0,10,97
6413,True,Mendoza,0,1,103
6414,False,Mendoza,7216,6915,0
6415,False,Mendoza,7229,6842,1
6416,False,Mendoza,7141,6689,2
6417,False,Mendoza,6560,6657,3
6418,False,Mendoza,6337,6244,4
6419,False,Mendoza,6810,6479,5
6420,False,Mendoza,6074,6032,6
6421,False,Mendoza,5696,5922,7
6422,False,Mendoza,6004,5620,8
6423,False,Mendoza,5895,5716,9
6424,False,Mendoza,6299,6434,10
6425,False,Mendoza,6338,6268,11
6426,False,Mendoza,6745,6322,12
6427,False,Mendoza,6462,6259,13
6428,False,Mendoza,7066,6918,14
6429,False,Mendoza,7174,7224,15
6430,False,Mendoza,7134,7120,16
6431,False,Mendoza,6962,6582,17
6432,False,Mendoza,7709,7327,18
6433,False,Mendoza,7780,7399,19
6434,False,Mendoza,7535,6851,20
6435,False,Mendoza,8255,8007,21
6436,False,Mendoza,7934,7846,22
6437,False,Mendoza,7979,7745,23
6438,False,Mendoza,7274,7078,24
6439,False,Mendoza,6787,6249,25
6440,False,Mendoza,6116,5632,26
6441,False,Mendoza,5781,5292,27
6442,False,Mendoza,6202,5950,28
6443,False,Mendoza,5794,5545,29
6444,False,Mendoza,5855,5570,30
6445,False,Mendoza,5452,5013,31
6446,False,Mendoza,4887,4898,32
6447,False,Mendoza,5202,4546,33
6448,False,Mendoza,4861,4259,34
6449,False,Mendoza,4327,4931,35
6450,False,Mendoza,4137,4206,36
6451,False,Mendoza,3831,3946,37
6452,False,Mendoza,3896,3756,38
6453,False,Mendoza,3614,3512,39
6454,False,Mendoza,3703,3840,40
6455,False,Mendoza,3216,3232,41
6456,False,Mendoza,3353,3580,42
6457,False,Mendoza,3214,3265,43
6458,False,Mendoza,2885,3117,44
6459,False,Mendoza,3278,3180,45
6460,False,Mendoza,3097,3206,46
6461,False,Mendoza,3004,3243,47
6462,False,Mendoza,3362,3144,48
6463,False,Mendoza,3117,3155,49
6464,False,Mendoza,2933,3153,50
6465,False,Mendoza,2897,2919,51
6466,False,Mendoza,2907,3289,52
6467,False,Mendoza,3042,2974,53
6468,False,Mendoza,2970,3163,54
6469,False,Mendoza,3074,2878,55
6470,False,Mendoza,2837,3192,56
6471,False,Mendoza,3022,2668,57
6472,False,Mendoza,2864,2957,58
6473,False,Mendoza,2618,2533,59
6474,False,Mendoza,2847,2344,60
6475,False,Mendoza,2431,1156,61
6476,False,Mendoza,2534,766,62
6477,False,Mendoza,2221,597,63
6478,False,Mendoza,1796,500,64
6479,False,Mendoza,1486,371,65
6480,False,Mendoza,669,205,66
6481,False,Mendoza,448,199,67
6482,False,Mendoza,357,234,68
6483,False,Mendoza,267,178,69
6484,False,Mendoza,305,184,70
6485,False,Mendoza,133,152,71
6486,False,Mendoza,129,122,72
6487,False,Mendoza,161,114,73
6488,False,Mendoza,197,96,74
6489,False,Mendoza,148,143,75
6490,False,Mendoza,89,66,76
6491,False,Mendoza,105,124,77
6492,False,Mendoza,98,122,78
6493,False,Mendoza,107,121,79
6494,False,Mendoza,94,133,80
6495,False,Mendoza,37,58,81
6496,False,Mendoza,53,63,82
6497,False,Mendoza,47,89,83
6498,False,Mendoza,40,45,84
6499,False,Mendoza,32,56,85
6500,False,Mendoza,12,50,86
6501,False,Mendoza,28,22,87
6502,False,Mendoza,11,25,88
6503,False,Mendoza,8,47,89
6504,False,Mendoza,5,42,90
6505,False,Mendoza,7,9,91
6506,False,Mendoza,3,4,92
6507,False,Mendoza,3,22,93
6508,False,Mendoza,12,10,94
6509,False,Mendoza,0,9,95
6510,False,Mendoza,1,5,96
6511,False,Mendoza,1,1,97
6512,False,Mendoza,1,2,98
6513,False,Mendoza,0,1,99
6514,False,Mendoza,2,2,100
6515,False,Mendoza,1,0,102
6516,False,Mendoza,6,1,108
6517,True,Misiones,3684,3690,0
6518,True,Misiones,3830,3688,1
6519,True,Misiones,4033,3507,2
6520,True,Misiones,3798,3759,3
6521,True,Misiones,4295,3796,4
6522,True,Misiones,3871,3832,5
6523,True,Misiones,4241,4196,6
6524,True,Misiones,4532,4279,7
6525,True,Misiones,4721,4152,8
6526,True,Misiones,4606,4605,9
6527,True,Misiones,4775,4872,10
6528,True,Misiones,4905,4722,11
6529,True,Misiones,4912,4406,12
6530,True,Misiones,4915,4732,13
6531,True,Misiones,5396,5240,14
6532,True,Misiones,5158,5099,15
6533,True,Misiones,4923,4893,16
6534,True,Misiones,4661,5057,17
6535,True,Misiones,4137,4216,18
6536,True,Misiones,4315,4075,19
6537,True,Misiones,3170,3880,20
6538,True,Misiones,2766,2978,21
6539,True,Misiones,2693,2801,22
6540,True,Misiones,2577,3150,23
6541,True,Misiones,2879,3237,24
6542,True,Misiones,2811,3244,25
6543,True,Misiones,2827,2955,26
6544,True,Misiones,2890,3126,27
6545,True,Misiones,3093,3332,28
6546,True,Misiones,3132,3073,29
6547,True,Misiones,3145,3651,30
6548,True,Misiones,3341,3784,31
6549,True,Misiones,3076,3574,32
6550,True,Misiones,3122,3184,33
6551,True,Misiones,2818,3243,34
6552,True,Misiones,2870,3424,35
6553,True,Misiones,2808,3218,36
6554,True,Misiones,2755,3096,37
6555,True,Misiones,2795,3204,38
6556,True,Misiones,2599,2984,39
6557,True,Misiones,2588,3005,40
6558,True,Misiones,2495,2582,41
6559,True,Misiones,2415,2619,42
6560,True,Misiones,2369,2841,43
6561,True,Misiones,2503,2779,44
6562,True,Misiones,2537,2932,45
6563,True,Misiones,2435,3053,46
6564,True,Misiones,2783,2890,47
6565,True,Misiones,2602,2805,48
6566,True,Misiones,2307,2507,49
6567,True,Misiones,2347,2806,50
6568,True,Misiones,2245,2330,51
6569,True,Misiones,2434,2463,52
6570,True,Misiones,2111,2333,53
6571,True,Misiones,2018,2324,54
6572,True,Misiones,2026,2398,55
6573,True,Misiones,2030,1942,56
6574,True,Misiones,1885,2068,57
6575,True,Misiones,1749,1993,58
6576,True,Misiones,1570,2037,59
6577,True,Misiones,1560,2124,60
6578,True,Misiones,1484,2131,61
6579,True,Misiones,1300,2101,62
6580,True,Misiones,1359,2479,63
6581,True,Misiones,1405,2253,64
6582,True,Misiones,1529,2291,65
6583,True,Misiones,1812,2199,66
6584,True,Misiones,1811,2185,67
6585,True,Misiones,1788,1945,68
6586,True,Misiones,1697,1837,69
6587,True,Misiones,1774,2025,70
6588,True,Misiones,1654,1741,71
6589,True,Misiones,1406,1776,72
6590,True,Misiones,1543,1677,73
6591,True,Misiones,1358,1483,74
6592,True,Misiones,1233,1466,75
6593,True,Misiones,1028,1276,76
6594,True,Misiones,1052,1111,77
6595,True,Misiones,967,984,78
6596,True,Misiones,756,1111,79
6597,True,Misiones,856,1229,80
6598,True,Misiones,683,964,81
6599,True,Misiones,578,762,82
6600,True,Misiones,483,776,83
6601,True,Misiones,521,576,84
6602,True,Misiones,338,564,85
6603,True,Misiones,280,430,86
6604,True,Misiones,270,386,87
6605,True,Misiones,235,322,88
6606,True,Misiones,103,253,89
6607,True,Misiones,130,240,90
6608,True,Misiones,90,147,91
6609,True,Misiones,62,102,92
6610,True,Misiones,75,108,93
6611,True,Misiones,40,54,94
6612,True,Misiones,26,76,95
6613,True,Misiones,16,28,96
6614,True,Misiones,9,25,97
6615,True,Misiones,3,22,98
6616,True,Misiones,1,23,99
6617,True,Misiones,1,15,100
6618,True,Misiones,3,4,101
6619,True,Misiones,1,0,102
6620,True,Misiones,1,3,103
6621,True,Misiones,0,1,104
6622,True,Misiones,1,2,105
6623,True,Misiones,0,1,106
6624,True,Misiones,1,1,107
6625,True,Misiones,1,2,110
6626,True,Misiones,795,756,0
6627,True,Misiones,673,734,1
6628,True,Misiones,759,864,2
6629,True,Misiones,739,799,3
6630,True,Misiones,674,697,4
6631,True,Misiones,758,766,5
6632,True,Misiones,843,760,6
6633,True,Misiones,861,839,7
6634,True,Misiones,850,743,8
6635,True,Misiones,744,850,9
6636,True,Misiones,861,884,10
6637,True,Misiones,942,877,11
6638,True,Misiones,821,823,12
6639,True,Misiones,841,782,13
6640,True,Misiones,960,978,14
6641,True,Misiones,870,870,15
6642,True,Misiones,753,893,16
6643,True,Misiones,731,858,17
6644,True,Misiones,714,610,18
6645,True,Misiones,621,752,19
6646,True,Misiones,557,724,20
6647,True,Misiones,357,569,21
6648,True,Misiones,435,470,22
6649,True,Misiones,480,576,23
6650,True,Misiones,616,659,24
6651,True,Misiones,609,642,25
6652,True,Misiones,627,637,26
6653,True,Misiones,664,717,27
6654,True,Misiones,637,646,28
6655,True,Misiones,638,584,29
6656,True,Misiones,717,770,30
6657,True,Misiones,686,645,31
6658,True,Misiones,622,594,32
6659,True,Misiones,702,637,33
6660,True,Misiones,629,647,34
6661,True,Misiones,655,590,35
6662,True,Misiones,608,488,36
6663,True,Misiones,592,594,37
6664,True,Misiones,577,520,38
6665,True,Misiones,503,543,39
6666,True,Misiones,555,464,40
6667,True,Misiones,451,524,41
6668,True,Misiones,461,456,42
6669,True,Misiones,466,392,43
6670,True,Misiones,450,427,44
6671,True,Misiones,514,491,45
6672,True,Misiones,419,477,46
6673,True,Misiones,479,478,47
6674,True,Misiones,438,483,48
6675,True,Misiones,388,412,49
6676,True,Misiones,545,434,50
6677,True,Misiones,338,420,51
6678,True,Misiones,378,306,52
6679,True,Misiones,537,254,53
6680,True,Misiones,308,324,54
6681,True,Misiones,328,238,55
6682,True,Misiones,338,285,56
6683,True,Misiones,276,241,57
6684,True,Misiones,344,292,58
6685,True,Misiones,209,223,59
6686,True,Misiones,308,211,60
6687,True,Misiones,243,110,61
6688,True,Misiones,221,141,62
6689,True,Misiones,162,74,63
6690,True,Misiones,186,104,64
6691,True,Misiones,158,43,65
6692,True,Misiones,84,61,66
6693,True,Misiones,92,48,67
6694,True,Misiones,71,48,68
6695,True,Misiones,76,36,69
6696,True,Misiones,50,39,70
6697,True,Misiones,36,26,71
6698,True,Misiones,41,30,72
6699,True,Misiones,25,18,73
6700,True,Misiones,11,35,74
6701,True,Misiones,20,29,75
6702,True,Misiones,7,27,76
6703,True,Misiones,38,36,77
6704,True,Misiones,13,36,78
6705,True,Misiones,13,6,79
6706,True,Misiones,10,8,80
6707,True,Misiones,32,29,81
6708,True,Misiones,17,27,82
6709,True,Misiones,2,3,83
6710,True,Misiones,12,2,84
6711,True,Misiones,5,2,85
6712,True,Misiones,1,18,86
6713,True,Misiones,0,1,87
6714,True,Misiones,0,3,88
6715,True,Misiones,12,3,89
6716,True,Misiones,1,0,90
6717,True,Misiones,1,1,91
6718,True,Misiones,2,2,92
6719,True,Misiones,2,1,93
6720,True,Misiones,1,0,94
6721,True,Misiones,1,1,95
6722,True,Misiones,1,0,98
6723,True,Misiones,0,1,100
6724,True,Misiones,166,285,0
6725,True,Misiones,207,177,1
6726,True,Misiones,226,169,2
6727,True,Misiones,220,193,3
6728,True,Misiones,162,186,4
6729,True,Misiones,203,243,5
6730,True,Misiones,191,151,6
6731,True,Misiones,240,197,7
6732,True,Misiones,193,137,8
6733,True,Misiones,185,231,9
6734,True,Misiones,194,194,10
6735,True,Misiones,233,241,11
6736,True,Misiones,165,192,12
6737,True,Misiones,204,223,13
6738,True,Misiones,188,220,14
6739,True,Misiones,220,211,15
6740,True,Misiones,171,143,16
6741,True,Misiones,181,200,17
6742,True,Misiones,173,174,18
6743,True,Misiones,147,241,19
6744,True,Misiones,193,175,20
6745,True,Misiones,146,213,21
6746,True,Misiones,149,134,22
6747,True,Misiones,169,150,23
6748,True,Misiones,168,233,24
6749,True,Misiones,211,219,25
6750,True,Misiones,221,215,26
6751,True,Misiones,152,244,27
6752,True,Misiones,216,211,28
6753,True,Misiones,248,178,29
6754,True,Misiones,267,211,30
6755,True,Misiones,212,320,31
6756,True,Misiones,255,294,32
6757,True,Misiones,205,234,33
6758,True,Misiones,216,207,34
6759,True,Misiones,238,242,35
6760,True,Misiones,194,168,36
6761,True,Misiones,151,147,37
6762,True,Misiones,127,159,38
6763,True,Misiones,218,128,39
6764,True,Misiones,236,171,40
6765,True,Misiones,210,171,41
6766,True,Misiones,146,128,42
6767,True,Misiones,194,136,43
6768,True,Misiones,210,140,44
6769,True,Misiones,177,157,45
6770,True,Misiones,152,114,46
6771,True,Misiones,152,128,47
6772,True,Misiones,132,87,48
6773,True,Misiones,149,177,49
6774,True,Misiones,126,108,50
6775,True,Misiones,153,128,51
6776,True,Misiones,144,109,52
6777,True,Misiones,144,118,53
6778,True,Misiones,126,126,54
6779,True,Misiones,149,103,55
6780,True,Misiones,100,88,56
6781,True,Misiones,117,149,57
6782,True,Misiones,155,74,58
6783,True,Misiones,136,90,59
6784,True,Misiones,157,109,60
6785,True,Misiones,134,33,61
6786,True,Misiones,121,28,62
6787,True,Misiones,56,57,63
6788,True,Misiones,53,9,64
6789,True,Misiones,69,10,65
6790,True,Misiones,36,7,66
6791,True,Misiones,18,11,67
6792,True,Misiones,17,29,68
6793,True,Misiones,19,25,69
6794,True,Misiones,6,3,70
6795,True,Misiones,17,15,71
6796,True,Misiones,20,6,72
6797,True,Misiones,6,3,73
6798,True,Misiones,25,5,74
6799,True,Misiones,13,13,75
6800,True,Misiones,3,5,76
6801,True,Misiones,5,15,77
6802,True,Misiones,13,1,78
6803,True,Misiones,2,1,79
6804,True,Misiones,2,10,80
6805,True,Misiones,2,2,81
6806,True,Misiones,1,2,82
6807,True,Misiones,0,1,83
6808,True,Misiones,1,1,86
6809,True,Misiones,2,1,87
6810,True,Misiones,0,14,89
6811,True,Misiones,1,0,92
6812,True,Misiones,0,1,93
6813,True,Misiones,10,0,94
6814,True,Misiones,1104,1204,0
6815,True,Misiones,1052,1028,1
