id_establecimiento,financiamiento,tiene_terapia,id_departamento,id_provincia
15140422231374,estatal,False,42,14
50140422231445,estatal,False,42,14
50140212231450,estatal,False,21,14
50141402231516,estatal,False,140,14
50900842196306,estatal,False,84,90
50900842196145,estatal,False,84,90
50900842196194,estatal,False,84,90
50900842196214,estatal,False,84,90
50340142347144,privado,False,14,34
50900842196166,estatal,False,84,90
50900842196195,estatal,False,84,90
50020012315542,privado,False,13,2
10340142347064,privado,True,14,34
53340142347218,privado,False,14,34
53340142347217,privado,False,14,34
53340142347219,privado,False,14,34
10260282129013,estatal,False,28,26
50260282129221,estatal,False,28,26
50260352129199,estatal,False,35,26
10660282373011,privado,True,28,66
50740562380190,privado,False,56,74
50740562380175,privado,False,56,74
51740562380239,privado,False,56,74
50740562380177,privado,False,56,74
50740562380179,privado,False,56,74
50700072177150,estatal,False,7,70
10141192231216,estatal,False,119,14
10141192331056,privado,False,119,14
10141192331301,privado,False,119,14
10141192331089,privado,False,119,14
10141192331051,privado,False,119,14
10141192231203,estatal,False,119,14
50260142129226,estatal,False,14,26
50260142129242,estatal,False,14,26
50260492129243,estatal,False,49,26
50260212429244,estatal,False,21,26
10740282180011,estatal,False,28,74
10740282180018,estatal,False,28,74
10740282180024,estatal,False,28,74
52060352304054,privado,False,35,6
10661402173059,estatal,True,140,66
50141192231538,estatal,False,119,14
50700702177198,estatal,False,70,70
50700842177122,estatal,False,84,70
50062702202022,estatal,False,270,6
50580352467177,estatal,False,35,58
50620072470221,estatal,False,7,62
50260352429253,estatal,False,35,26
50421052453121,estatal,False,105,42
50420212053094,estatal,False,21,42
50062702401979,estatal,False,270,6
50860142192151,estatal,False,14,86
10460702155010,estatal,False,70,46
10460492155017,estatal,False,49,46
10460142155023,estatal,True,14,46
10460142155031,estatal,False,126,46
10460422155032,estatal,False,42,46
10460352155035,estatal,True,35,46
10460072155037,estatal,True,7,46
13460142355049,privado,False,14,46
53420212353708,privado,False,21,42
50861052192398,estatal,False,105,86
50861682192417,estatal,False,168,86
50860142192205,estatal,False,14,86
14700282377056,privado,False,28,70
50380142150331,estatal,False,14,38
50221402326696,privado,False,140,22
51700282377342,privado,False,28,70
51700282377344,privado,False,28,70
50380492150476,estatal,False,49,38
50380142150228,estatal,False,14,38
50580702167243,estatal,False,70,58
50220282326708,privado,False,28,22
50860492192453,estatal,False,49,86
50261052129240,estatal,False,105,26
50260142129211,estatal,False,14,26
10500072357037,privado,True,7,50
50063572304910,privado,False,357,6
50380282150083,estatal,False,28,38
50380282150090,estatal,False,28,38
52020012317421,privado,False,7,2
50380142150099,estatal,False,14,38
53660282373550,privado,False,28,66
50380282150103,estatal,False,28,38
50260072129136,estatal,False,7,26
50900842196206,estatal,False,84,90
50900842196235,estatal,False,84,90
50900842196153,estatal,False,84,90
50260702129215,estatal,False,70,26
10260632129028,estatal,False,63,26
50260702129205,estatal,False,70,26
10260702129030,estatal,False,70,26
51260772329262,privado,False,77,26
52260772129310,estatal,False,77,26
10260772129038,estatal,False,77,26
50260772329193,privado,False,77,26
50260772329246,privado,False,77,26
50861052192571,estatal,False,105,86
53061052303282,privado,False,105,6
52068612303422,privado,False,861,6
50068052303426,privado,False,805,6
52062602303785,privado,False,260,6
50062602303829,privado,False,260,6
50221402126481,estatal,False,140,22
50221402126476,estatal,False,140,22
50861262192260,estatal,False,126,86
50860982192264,estatal,False,98,86
50860352192268,estatal,False,35,86
50861052192303,estatal,False,126,86
50860982292302,estatal,False,98,86
50260352329250,privado,False,35,26
10141612231234,estatal,False,161,14
10141682231232,estatal,False,168,14
10141682231182,estatal,False,168,14
10141752231188,estatal,False,175,14
10141752131263,estatal,False,175,14
10141752231267,estatal,False,175,14
10141822331079,privado,True,182,14
10141822131149,estatal,True,182,14
10140212331309,privado,True,21,14
10140212331313,privado,False,21,14
51900842396797,privado,False,84,90
51700282377328,privado,False,28,70
52700282377381,privado,False,28,70
51700772377329,privado,False,77,70
50861192192673,estatal,False,119,86
50861332192677,estatal,False,133,86
53660282373564,privado,False,28,66
50861682192679,estatal,False,168,86
50060352304056,privado,False,35,6
50420212353712,privado,False,21,42
50020012315953,privado,False,11,2
50780212783094,privado,False,21,78
10580352167028,estatal,False,35,58
10060562304076,privado,False,56,6
50020012315967,privado,False,8,2
50020012315989,privado,False,2,2
10062102304121,privado,True,210,6
